id	type	language	license	rightsHolder	accessRights	bibliographicCitation	references	institutionId	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	fieldNumber	occurrenceId	eventDate	year	month	day	recordedBy	habitat	occurrenceRemarks	sex	lifeStage	individualCount	organismRemarks	reproductiveCondition	disposition	eventTime	eventRemarks	taxonID	scientificName	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	vernacularName	continent	country	countryCode	stateProvince	county	locality	locationRemarks	verbatimLatitude	verbatimLongitude	geodeticDatum	verbatimCoordinateSystem	fieldNotes
49	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201510:013	2015-10-18	2015	10	18	Sanchez, Ivan	ND	muerto	ND	ND	1	ND	ND	enterrado	ND	ND	ec.bio.spp.45778	Arctocephalus australis	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Arctophoca	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Arctophoca	australis	Lobo marino de Galápagos	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	519857	9882620	WGS84 17S	UTM	ND
50	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201511:001	2015-10-02	2015	10	2	ND	ND	VIVO	ND	ND	1	ND	ND	enviado a centro de rehabilitación	ND	ND	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	South America	Ecuador	EC	Manabí	Sucre	Bahia	ND	ND	ND	WGS84 17S	UTM	RESCATE
51	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201511:002	2015-10-03	2015	10	3	ND	ND	MUERTO	ND	ND	1	ND	ND	enterrado	ND	ND	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	South America	Ecuador	EC	Manabí	Manta	Santa Marianita	ND	518384	9893172	WGS84 17S	UTM	DESCOMPOSICIÓN NO. 3
52	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201511:003	2015-10-03	2015	10	3	Sanchez, Ivan	ND	MUERTO	ND	ND	1	ND	ND	enterrado	ND	ND	ec.bio.spp.45780	Otaria flavescens	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Otaria	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Otaria	flavescens	Lobo marino	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510607	9881093	WGS84 17S	UTM	Muerte por interacción pesquera
53	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201511:004	2015-10-03	2015	10	3	Pincay, Ronald	ND	MUERTO	ND	ND	1	ND	ND	enterrado	ND	ND	ec.bio.spp.45780	Otaria flavescens	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Otaria	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Otaria	flavescens	Lobo marino	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510277	9881781	WGS84 17S	UTM	Muerte por interacción pesquera
54	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201511:005	2015-10-03	2015	10	3	Lopez, Angel	ND	MUERTO	ND	ND	1	ND	ND	enterrado	ND	ND	ND	ND	Animalia|Chordata|Mammalia|Carnivora|Otariidae|ND	Animalia	Chordata	Mammalia	Carnivora	Otariidae	ND	ND	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510230	9881936	WGS84 17S	UTM	ND
55	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201511:006	2015-10-05	2015	10	5	Lopez, Yandry	ND	MUERTO	ND	ND	1	ND	ND	enterrado	ND	ND	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510122	9882130	WGS84 17S	UTM	DESCOMPOSICIÓN NO. 3
56	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201511:007	2015-10-14	2015	10	14	Taffur, Andrés	ND	MUERTO	ND	ND	1	ND	ND	enterrado	ND	ND	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510229	9881925	WGS84 17S	UTM	DESCOMPOSICIÓN NO. 3
57	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201511:008	2015-10-16	2015	10	16	ND	ND	VIVO	ND	ND	1	ND	ND	enviado a centro de rehabilitación	ND	ND	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510232	9881984	WGS84 17S	UTM	RESCATE
58	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201511:009	2015-10-16	2015	10	16	Pincay, Ronald	ND	MUERTO	ND	ND	1	ND	ND	enterrado	ND	ND	ec.bio.spp.45780	Otaria flavescens	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Otaria	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Otaria	flavescens	Lobo marino	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510621	9881072	WGS84 17S	UTM	Muerte por interacción pesquera
59	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201511:010	2015-10-16	2015	10	16	Pincay, Ronald	ND	VIVO	ND	ND	1	ND	ND	enviado a centro de rehabilitación	ND	ND	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Otaria	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510232	98819842	WGS84 17S	UTM	Presentó fractura en aleta
60	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201511:011	2015-10-19	2015	10	19	Taffur, Andrés	ND	VIVO	ND	ND	1	ND	ND	enviado a centro de rehabilitación	ND	ND	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Otaria	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510869	9880584	WGS84 17S	UTM	RESCATE
61	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201511:012	2015-10-19	2015	10	19	Taffur, Andrés	ND	VIVO	ND	ND	1	ND	ND	enviado a centro de rehabilitación	ND	ND	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Mammalia|Carnivora|Otariidae|ND	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510869	9880584	WGS84 17S	UTM	Presentó deshidratación y ahogamiento
62	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201512:001	2021-12-04	2021	12	4	Sanchez, Ivan	ND	muerto	hembra	ND	1	ND	ND	ND	ND	ND	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	South America	Ecuador	EC	Manabí	Manta	Santa Marianita	ND	518594	9893557	WGS84 17S	UTM	Presentó fractura caparazón y anzuelo por interacción pesquería
63	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201512:002	2021-12-14	2021	12	14	Lopez, Yandry	ND	muerto	macho	ND	1	ND	ND	ND	ND	ND	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510342	9881683	WGS84 17S	UTM	AVANZADA DESCOMPOSICIÓN
64	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201512:003	2021-12-15	2021	12	15	Lopez, Yandry	ND	muerto	hembra	ND	1	ND	ND	ND	ND	ND	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510579	9881204	WGS84 17S	UTM	ESTADO DESCOMPOSICIÓN 3 SIN DEFINIR CAUSA DE MUERTE.
65	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201512:004	2021-12-18	2021	12	18	Lopez, Yandry	ND	vivo	hembra	ND	1	ND	ND	ND	ND	ND	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Otaria	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510266	9881882	WGS84 17S	UTM	PRESENTABA ANZUELO EN EL ESÓFAGO
66	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201512:005	2021-12-23	2021	12	23	Reyes, Victor	ND	muerto	ND	ND	1	ND	ND	ND	ND	ND	ec.bio.spp.45780	Otaria flavescens	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Otaria	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Otaria	flavescens	Lobo marino	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	ND	510025	9882303	WGS84 17S	UTM	AVANZADA DESCOMPOSICIÓN
67	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201705:001	2017-05-31	2017	5	31	Bazurto, Yolanda|Jhonny Martinez	playa	muerto	hembra	adulto	1	Cuerpo robusto	gestante	ND	17:00:00	Autolisis incipiente	ec.bio.spp.45797	Megaptera novaeangliae	Animalia|Chordata|Mammalia|Artiodactyla|Balaenopteridae|Megaptera	Animalia	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Megaptera	novaeangliae	Ballena jorobada	South America	Ecuador	EC	Guayas	ND	Area Nacional de Recreacion Playas Villamil	ND	566741	9708335	WGS84 17S	UTM	Ballena totalmente inflada producción del proceso de putrefacción
68	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201706:001	2017-06-17	2017	6	17	Salmeron, Wilter|Jhonny Marti­nez	playa	muerto	hembra	adulto	1	Cuerpo delgado	gestante	ND	17:00:00	Autolisis avanzada	ec.bio.spp.45797	Megaptera novaeangliae	Animalia|Chordata|Mammalia|Artiodactyla|Balaenopteridae|Megaptera	Animalia	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Megaptera	novaeangliae	Ballena jorobada	South America	Ecuador	EC	Guayas	ND	Area Nacional de Recreacion Playas Villamil	ND	570565	9704527	WGS84 17S	UTM	En avanzado estado de descomposicii³n con cortes en el cuerpo
69	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201906:001	2019-06-26	2019	6	26	Quinde, Orlin|Hernandez, Saily	playa	muerto	hembra	adulto	1	Cuerpo delgado	gestante	ND	18:10:00	Fresco	ec.bio.spp.45797	Megaptera novaeangliae	Animalia|Chordata|Mammalia|Artiodactyla|Balaenopteridae|Megaptera	Animalia	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Megaptera	novaeangliae	Ballena jorobada	South America	Ecuador	EC	Guayas	ND	Engabao	ND	562160	9708804	WGS84 17S	UTM	marea alta, area turistica
70	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201907:001	2019-07-08	2019	7	8	Martinez, Jhonny|Quinde, Orlin	orilla	muerto	hembra	adulto	1	Cuerpo robusto	gestante	ND	08:30:00	Autolisis avanzada	ec.bio.spp.45797	Megaptera novaeangliae	Animalia|Chordata|Mammalia|Artiodactyla|Balaenopteridae|Megaptera	Animalia	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Megaptera	novaeangliae	Ballena jorobada	South America	Ecuador	EC	Guayas	ND	Engabao	ND	562825	9708096	WGS84 17S	UTM	marea alta, area turistica
71	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:201908:001	2019-08-26	2019	8	26	Figueroa, Ubaldo	orilla	muerto	hembra	adulto	1	Cuerpo robusto	gestante	ND	16:40:00	Autolisis avanzada	ec.bio.spp.45797	Megaptera novaeangliae	Animalia|Chordata|Mammalia|Artiodactyla|Balaenopteridae|Megaptera	Animalia	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Megaptera	novaeangliae	Ballena jorobada	South America	Ecuador	EC	Guayas	ND	Engabao	ND	559382	9711531	WGS84 17S	UTM	marea alta, area turistica
72	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:2020:07:001	2020-07-18	2020	7	18	Martinez, Jhonny	playa	vivo	macho	cria	1	Cuerpo robusto	no gestante	ND	20:20:00	Autolisis 	ec.bio.spp.45797	Megaptera novaeangliae	Animalia|Chordata|Mammalia|Artiodactyla|Balaenopteridae|Megaptera	Animalia	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Megaptera	novaeangliae	Ballena jorobada	South America	Ecuador	EC	Guayas	ND	Engabao	ND	ND	ND	ND	ND	marea alta, area turistica
73	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:202101:001	2021-01-13	2021	1	13	Ladines, Beatriz	Playa	muerto	ND	ND	1	ND	ND	ND	ND	Autolisis avanzada	ec.bio.spp.45799	Delphinus delphis	Animalia|Chordata|Mammalia|Artiodactyla|Delphinidae|Delphinus	Animalia	Chordata	Mammalia	Artiodactyla	Delphinidae	Delphinus	delphis	ND	South America	Ecuador	EC	Santa Elena	Salinas	Tres Cruces	ND	499772	9757309	WGS84 17S	UTM	Corte en aleta caudal
74	event	es	https://creativecommons.org/licenses/by-nc/4.0/	Ministerio del Ambiente, Agua y Transición Ecológica	CC BY-NC 4.0	Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de megafauna marina en Ecuador continental, Ecuador.	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de megafauna marina en Ecuador continental	MAAE	HumanObservation	ninguna 	ND	EC:AAN:VAR:202102:001	2021-02-17	2021	2	17	Ladines, Beatriz	Playa	muerto	ND	ND	1	ND	ND	ND	ND	Autolisis avanzada	ec.bio.spp.45799	Delphinus delphis	Animalia|Chordata|Mammalia|Artiodactyla|Delphinidae|Delphinus	Animalia	Chordata	Mammalia	Artiodactyla	Delphinidae	Delphinus	delphis	ND	South America	Ecuador	EC	Santa Elena	Salinas	Diablica	ND	509915	9746094	WGS84 17S	UTM	ND
