id	type	language	license	rightsHolder	accessRights	bibliographicCitation	references	institutionId	datasetName	ownerInstitutionCode	basisOfRecord	occurrenceId	fieldNumber	recordedBy	verbatimEventDate	year	month	day	eventTime	continent	country	countryCode	stateProvince	county	locality	decimalLatitude	decimalLongitude	verbatimLongitude	verbatimLatitude	geodeticDatum	verbatimCoordinateSystem	taxonID	scientificName	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	vernacularName	occurrenceRemarks	lifeStage	habitat	sex	eventRemarks	organismRemarks	disposition	fieldNotes
1	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201501:001		"Reyes, Victor"	2015-01-07	2015	1	7	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.0726649	-80.90610813	510446	9881438	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	muerto	ND	ND	ND	Autolisis avanzada	corte	entierro técnico	ESTADO DESCOMPOISICION 2 CON GOLPE Y FRACTURA EN CABEZA
2	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201501:002		"Lopez, Angel"	2015-01-08	2015	1	8	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.07473669	-80.90473286	510599	9881209	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	muerto	ND	ND	ND	Autolisis 	ND	entierro técnico	AVANZADO ESTADO DESCOMPOSICION #  4
3	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201501:003		"Lara, Fausto"	2015-01-09	2015	1	9	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.0726649	-80.90610813	510446	9881438	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	vivo	ND	ND	ND	ND	fractura	Centro de Conservación Ex Situ	
4	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201501:004		"Taffur, Andrés"	2015-01-18	2015	1	18	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.0726649	-80.90610813	510446	9881438	WGS84	UTM	ec.bio.spp.45450	Dermochelys coriacea	Animalia|Chordata|Sauropsida|Testudines|Dermochelyidae|Dermochelys	Animalia	Chordata	Sauropsida	Testudines	Dermochelyidae	Dermochelys	coracea	Tortuga Laud	muerto	ND	ND	ND	ND	ND	ND	ND
5	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201501:005		"Lara, Fausto"	2015-01-16	2015	1	16	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.0726649	-80.90610813	510446	9881438	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	muerto	ND	ND	macho	ND	fractura	ND	
6	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201502:001		"Taffur, Andrés"	2015-02-15	2015	2	15	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06446819	-80.90985649	510029	9882344	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	muerto	ND	ND	ND	ND	ND	ND	
7	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201502:002		"Taffur, Andrés"	2015-02-16	2015	2	16	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06664856	-80.90896659	510128	9882103	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	vivo	ND	ND	hembra	ND	golpe	Centro de Conservación Ex Situ	
8	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201502:003		"Lopez, Angel"	2015-02-22	2015	2	22	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.07168781	-80.90633287	510421	9881546	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	muerto	ND	ND	hembra	ND	Interacción con Pesquerias	entierro técnico	PRESENTABA ENREDAMIENTO DE ANZUELO EN ALETAS
9	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201503:001		"Lopez, Angel"	2015-03-21	2015	3	21	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.07808413	-80.90336653	510751	9880839	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	muerto	ND	ND	ND	Autolisis 	ND	entierro técnico	
10	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201504:001		"Lopez, Angel"	2015-04-05	2015	4	5	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.0742572	-80.90530813	510535	9881262	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	vivo	ND	ND	ND	ND	ND	Centro de Conservación Ex Situ	
11	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201504:002		"Solorzano, Iliana"	2015-04-13	2015	4	13	ND	South America	Ecuador	EC	Manabí	Manta	Santa Marianita	-0.98000037	-80.84316765	517449	9891680	WGS84	UTM	ND	Rhincodon typus	Animalia|Chordata|Chondrichthyes|Orectolobiformes|Rhincodontidae|Rhincodon	Animalia	Chordata	Chondrichthyes	Orectolobiformes	Rhincodontidae	Rhincodon	typus	Tiburón ballena	vivo	ND	ND	hembra	ND	ND	entierro técnico	"SE APLICÓ SALVAMENTO, MURIO POSTERIORMENTE"
12	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201504:003		"Pincay, Ronald"	2015-04-22	2015	4	22	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.07369627	-80.90532612	510533	9881324	WGS84	UTM	ec.bio.spp.45801	Globicephala macrorhynchus	Animalia|Chordata|Mammalia|Artiodactyla|Delphinidae|Globicephala	Animalia	Chordata	Mammalia	Artiodactyla	Delphinidae	Globicephala	macrorhynchus	Ballena piloto	muerto	ND	ND	hembra	ND	ND	ND	ND
13	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201505:001		"Macias, Hilario"	2015-05-01	2015	5	1	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06389822	-80.91025199	509985	9882407	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	muerto	ND	ND	ND	ND	Interacción con Pesquerias	entierro técnico	PRESENTABA ANZUELO EN ESÓFAGO
14	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201505:002		"Reyes, Victor"	2015-05-01	2015	5	1	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06375347	-80.91028795	509981	9882423	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	muerto	ND	ND	hembra	ND	ND	entierro técnico	ESTADO DESCOMPOSICIÓN 3 SIN DEFINIR CAUSA DE MUERTE. NO PRESENTABA EXTREMIDADES
15	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201505:003		"Bolaños, Carlos"	2015-05-29	2015	5	29	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06375347	-80.91028795	510510	9881310	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	muerto	ND	ND	ND	ND	ND	entierro técnico	"NO SE IDENTIFICÓ CAUSA MUERTE, ALTA DESCOMPOSICIÓN"
16	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201505:004		"Pincay, Ronald"	2015-05-10	2015	5	10	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06939888	-80.90741154	510301	9881799	WGS84	UTM	ec.bio.spp.45778	Arctocephalus australis	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Arctophoca	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Arctophoca	australis	Lobo marino de Galápagos	vivo	ND	ND	hembra	ND	corte	entierro técnico	Presentaba corte en aleta y ocico
17	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201506:001		"Lopez, Angel"	2015-06-01	2015	6	1	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06216117	-80.91102504	509899	9882599	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	muerto	ND	ND	ND	Autolisis avanzada	ND	ND	"DESCOMPOSICIÓN 4, NO SE PUDO DETERMINAR CAUSA MUERTE"
18	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201506:002		"Reyes, Victor"	2015-06-06	2015	6	6	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.07044835	-80.90704298	510334	9817231	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	muerto	ND	ND	macho	Autolisis 	Interacción con Pesquerias	entierro técnico	"PRESENTABA ESTADO DESCOMPOSICIÓN 2, POSIBLE MUERTE POR ANZUELO"
19	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201506:003		"Lara, Fausto"	2015-06-08	2015	6	8	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06858464	-80.90789693	510247	9881889	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	muerto	ND	ND	hembra	Autolisis avanzada	Interacción con Pesquerias	entierro técnico	"ESTADO DESCOMPOSICIÓN 4, NO SE PUDO DETERMINAR CAUSA MUERTE"
20	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201506:004		"Lara, Fausto"	2015-06-12	2015	6	12	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.07474575	-80.90512834	510555	9881208	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	muerto	ND	ND	hembra	ND	Interacción con Pesquerias	entierro técnico	PRESENTÓ AFECTACIÓN EXTERNA
21	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201506:005		"Lara, Fausto"	2015-06-19	2015	6	19	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06157311	-80.91139357	509858	9882664	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Sauropsida|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Sauropsida	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	muerto	ND	ND	macho	Autolisis avanzada	fractura	entierro técnico	"ESTADO DESCOMPOSICIÓN No. 2, POSIBLE CAUSA DE INTERACCIÓN CON PESQUERÍA"
22	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201506:006		"Lara, Fausto"	2015-06-02	2015	6	2	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06844894	-80.9080767	510227	9881904	WGS84	UTM	ec.bio.spp.45808	Stenella coeruleoalba	Animalia|Chordata|Mammalia|Artiodactyla|Delphinidae|Stenella	Animalia	Chordata	Mammalia	Artiodactyla	Delphinidae	Stenella	coeruleoalba	Delfín listado	muerto	ND	ND	ND	ND	ND	entierro técnico	ND
23	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201506:007		"Lara, Fausto"	2015-06-12	2015	6	12	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06307493	-80.91043178	509965	9882498	WGS84	UTM	ec.bio.spp.48283	Sula nebouxii	Animalia|Chordata|Aves|Suliformes|Sulidae|Sula	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	nebouxii	Piquero de patas azules	muerto	ND	ND	ND	ND	ND	entierro técnico	ND
24	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAAE	HumanObservation	EC:AAN:VAR:201507:001		"Solorzano, Iliana"	2015-07-08	2015	7	8	ND	South America	Ecuador	EC	Manabí	Manta	La Resbalosa	-1.10574136	-80.89532103	511646	9877782	WGS84	UTM	ec.bio.spp.45797	Megaptera novaeangliae	Animalia|Chordata|Mammalia|Artiodactyla|Balaenopteridae|Megaptera	Animalia	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Megaptera	novaeangliae	Ballena jorobada	muerto	ND	ND	macho	ND	ND	entierro técnico	ND
