id	type	language	license	rightsHolder	accessRights	bibliographicCitation	references	institutionId	datasetName	ownerInstitutionCode	basisOfRecord	occurrenceId	fieldNumber	recordedBy	verbatimEventDate	year	month	day	eventTime	continent	country	countryCode	stateProvince	county	locality	decimalLatitude	decimalLongitude	verbatimLongitude	verbatimLatitude	geodeticDatum	verbatimCoordinateSystem	taxonID	scientificName	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	vernacularName	occurrenceRemarks	lifeStage	habitat	sex	eventRemarks	organismRemarks	disposition	fieldNotes	LCC	cm/m	ACC	cm/m	Envergadura	cm/m	Longitud Total	
519	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-016		"Ladines, Beatriz"	ND	2017	7	15	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.262366973	-80.93322171	507425	9749939	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Aparente grado de descomposicion 	sin identificar	Entierro técnico									
520	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-017		"Ladines, Beatriz"	ND	2017	7	16	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.256803244	-80.93955351	506721	9750554	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Fresco	sin identificar	Entierro técnico									
521	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-018		"Ladines, Beatriz"	ND	2017	7	11	ND	South America	Ecuador	EC	Santa Elena	Salinas	Diablica	-2.297260634	-80.91048348	509953	9746082	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
522	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-019		"Ladines, Beatriz"	ND	2017	7	16	ND	South America	Ecuador	EC	Santa Elena	Salinas	Diablica	-2.297007333	-80.91079828	509918	9746110	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Aparente grado de descomposicion 	Anzuelo	Entierro técnico									
523	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-020		"Ladines, Beatriz"	ND	2017	7	13	ND	South America	Ecuador	EC	Santa Elena	Salinas	Diablica	-2.298273867	-80.90972792	510037	9745970	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
524	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-021		"Ladines, Beatriz"	ND	2017	7	19	ND	South America	Ecuador	EC	Santa Elena	Salinas	Tres cruces	-2.193501409	-81.00263503	499707	9757551	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
525	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-022		"Ladines, Beatriz"	ND	2017	7	19	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.251139941	-80.94518376	502681	97774631	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
526	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-023		"Ladines, Beatriz"	ND	2017	7	22	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.251139941	-80.94518376	506095	9751180	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Aparente grado de descomposicion 	sin identificar	Entierro técnico									
527	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-024		"Ladines, Beatriz"	ND	2017	7	22	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.251139941	-80.94518376	ND	ND	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Vivo	ND	Playa	hembra	Aparente grado de descomposicion 	sin identificar	Entierro técnico									
528	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-025		"Ladines, Beatriz"	ND	2017	7	23	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.251221362	-80.94509382	506105	9751171	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico	no se identifico la causa de muerte								
529	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-026		"Ladines, Beatriz"	ND	2017	7	23	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.250389058	-80.94602919	506001	9751263	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
530	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-027		"Ladines, Beatriz"	ND	2017	7	23	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.255717626	-80.94056984	506608	9750674	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
531	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-028		"Ladines, Beatriz"	ND	2017	7	22	ND	South America	Ecuador	EC	Santa Elena	Salinas	Diablica	-2.294564725	-80.91281306	509694	9746380	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
532	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-029		"Ladines, Beatriz"	ND	2017	7	23	ND	South America	Ecuador	EC	Santa Elena	Salinas	Diablica	-2.294564725	-80.91281306	506684	9746379	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
533	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-030		"Ladines, Beatriz"	ND	2017	7	23	ND	South America	Ecuador	EC	Santa Elena	Salinas	Diablica	-2.294211903	-80.9130829	509664	9746419	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
534	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-031		"Ladines, Beatriz"	ND	2017	7	23	ND	South America	Ecuador	EC	Santa Elena	Salinas	Diablica	-2.294211903	-80.9130829	509664	9746419	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
535	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-032		"Ladines, Beatriz"	ND	2017	7	23	ND	South America	Ecuador	EC	Santa Elena	Salinas	Diablica	-2.294211903	-80.9130829	509664	9746419	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
536	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-033		"Ladines, Beatriz"	ND	2017	7	23	ND	South America	Ecuador	EC	Santa Elena	Salinas	Diablica	-2.294211903	-80.9130829	509664	9746419	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
537	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-034		"Ladines, Beatriz"	ND	2017	7	23	ND	South America	Ecuador	EC	Santa Elena	Salinas	Diablica	-2.294211903	-80.9130829	509664	9746419	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
538	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-035		"Ladines, Beatriz"	ND	2017	7	27	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.215006437	-80.98123073	502087	9755174	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	azulo	Entierro técnico									
539	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-036		"Ladines, Beatriz"	ND	2017	7	27	ND	South America	Ecuador	EC	Santa Elena	Salinas	Punta Brava	-2.2026662	-80.99617783	500425	9756538	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	Muerto	ND	Playa	hembra	Fresco	azulo	Entierro técnico									
540	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-037		"Ladines, Beatriz"	ND	2017	7	28	ND	South America	Ecuador	EC	Santa Elena	Salinas	Tres cruces	-2.198269275	-80.99857906	500158	9757024	WGS84	UTM	ec.bio.spp.45447	Eretmochelys imbricata	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Eretmochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Eretmochelys	imbricata	Tortuga carey	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
541	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-038		"Ladines, Beatriz"	ND	2017	7	28	ND	South America	Ecuador	EC	Santa Elena	Salinas	Mar Bravo	-2.208845381	-80.98811074	501322	9755855	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	Muerto	ND	Playa	hembra	Avanzado estado de descomposicion	sin identificar	Entierro técnico									
542	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	REMACOPSE-TM-2017-07-039		"Ladines, Beatriz"	ND	2017	7	28	ND	South America	Ecuador	EC	Santa Elena	Salinas	Punta Brava	-2.202630011	-80.99614185	500429	9756542	WGS84	UTM	ec.bio.spp.45447	Eretmochelys imbricata	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Eretmochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Eretmochelys	imbricata	Tortuga carey	Muerto	ND	Playa	hembra	Aparente grado de descomposicion 	sin identificar	Entierro técnico									
